,GAMEID,Visitor,VisitorScore,Home,HomeScore,Date
181,181,Hornets,96,Nuggets,87,2011-01-09
182,182,Heat,107,Trail Blazers,100,2011-01-09
183,183,Knicks,87,Lakers,109,2011-01-09
184,184,Grizzlies,82,Bobcats,96,2011-01-10
185,185,Rockets,108,Celtics,102,2011-01-10
186,186,Pistons,82,Bulls,95,2011-01-10
187,187,Pacers,111,76ers,103,2011-01-11
188,188,Kings,133,Wizards,136,2011-01-11
189,189,Spurs,107,Timberwolves,96,2011-01-11
190,190,Suns,98,Nuggets,132,2011-01-11
191,191,Knicks,100,Trail Blazers,86,2011-01-11
192,192,Cavaliers,57,Lakers,112,2011-01-11
193,193,Bulls,91,Bobcats,96,2011-01-12
194,194,Mavericks,89,Pacers,102,2011-01-12
195,195,Hawks,104,Raptors,101,2011-01-12
196,196,Kings,95,Celtics,119,2011-01-12
197,197,Grizzlies,107,Pistons,99,2011-01-12
198,198,Spurs,91,Bucks,84,2011-01-12
199,199,Magic,89,Hornets,92,2011-01-12
200,200,Thunder,118,Rockets,112,2011-01-12
201,201,Nets,109,Suns,118,2011-01-12
202,202,Knicks,125,Jazz,131,2011-01-12
203,203,Lakers,115,Warriors,110,2011-01-12
204,204,Heat,105,Clippers,111,2011-01-12
205,205,Wizards,97,Timberwolves,109,2011-01-13
206,206,Magic,124,Thunder,125,2011-01-13
207,207,Heat,102,Nuggets,130,2011-01-13
208,208,Bulls,99,Pacers,86,2011-01-14
209,209,Bucks,94,76ers,95,2011-01-14
210,210,Pistons,101,Raptors,95,2011-01-14
211,211,Bobcats,94,Celtics,99,2011-01-14
212,212,Kings,93,Knicks,83,2011-01-14
213,213,Mavericks,89,Spurs,101,2011-01-14
214,214,Hornets,110,Rockets,105,2011-01-14
215,215,Cavaliers,99,Jazz,121,2011-01-14
216,216,Trail Blazers,111,Suns,115,2011-01-14
217,217,Clippers,112,Warriors,122,2011-01-14
218,218,Nets,88,Lakers,100,2011-01-14
219,219,Rockets,112,Hawks,106,2011-01-15
220,220,Hornets,88,Bobcats,81,2011-01-15
221,221,Raptors,95,Wizards,98,2011-01-15
222,222,Kings,106,Pistons,110,2011-01-15
223,223,Heat,96,Bulls,99,2011-01-15
224,224,Mavericks,70,Grizzlies,89,2011-01-15
225,225,Magic,108,Timberwolves,99,2011-01-15
226,226,Cavaliers,99,Nuggets,127,2011-01-15
227,227,Nets,89,Trail Blazers,96,2011-01-15
228,228,Lakers,92,Clippers,99,2011-01-16
229,229,Nuggets,97,Spurs,110,2011-01-16
230,230,Suns,129,Knicks,121,2011-01-17
231,231,Jazz,101,Wizards,108,2011-01-17
232,232,Bulls,96,Grizzlies,84,2011-01-17
233,233,Bobcats,92,76ers,96,2011-01-17
234,234,Bucks,84,Rockets,93,2011-01-17
235,235,Raptors,81,Hornets,85,2011-01-17
236,236,Mavericks,89,Pistons,103,2011-01-17
237,237,Pacers,107,Clippers,114,2011-01-17
238,238,Kings,98,Hawks,100,2011-01-17
239,239,Nets,100,Warriors,109,2011-01-17
240,240,Magic,106,Celtics,109,2011-01-17
241,241,Timberwolves,102,Trail Blazers,113,2011-01-17
242,242,Thunder,94,Lakers,101,2011-01-17
243,243,Hawks,93,Heat,89,2011-01-18
244,244,Bobcats,83,Bulls,82,2011-01-18
245,245,Suns,106,Cavaliers,98,2011-01-19
246,246,Jazz,95,Nets,103,2011-01-19
247,247,76ers,98,Magic,99,2011-01-19
248,248,Pistons,82,Celtics,86,2011-01-19
249,249,Wizards,87,Bucks,100,2011-01-19
250,250,Grizzlies,102,Hornets,103,2011-01-19
251,251,Knicks,89,Rockets,104,2011-01-19
252,252,Raptors,95,Spurs,104,2011-01-19
253,253,Lakers,100,Mavericks,109,2011-01-19
254,254,Thunder,107,Nuggets,112,2011-01-19
255,255,Trail Blazers,94,Kings,90,2011-01-19
256,256,Pacers,108,Warriors,110,2011-01-19
257,257,Timberwolves,111,Clippers,126,2011-01-19
258,258,76ers,97,Bobcats,100,2011-01-20
259,259,Mavericks,77,Bulls,82,2011-01-20
260,260,Clippers,93,Trail Blazers,108,2011-01-20
261,261,Pistons,74,Nets,89,2011-01-21
262,262,Raptors,72,Magic,112,2011-01-21
263,263,Suns,109,Wizards,91,2011-01-21
264,264,Hornets,100,Hawks,59,2011-01-21
265,265,Jazz,86,Celtics,110,2011-01-21
266,266,Bucks,102,Cavaliers,88,2011-01-21
267,267,Rockets,110,Grizzlies,115,2011-01-21
268,268,Knicks,92,Spurs,101,2011-01-21
269,269,Lakers,107,Nuggets,97,2011-01-21
270,270,Kings,112,Warriors,119,2011-01-21
271,271,Hawks,103,Bobcats,87,2011-01-22
272,272,Mavericks,87,Nets,86,2011-01-22
273,273,Celtics,83,Wizards,85,2011-01-22
274,274,Suns,74,Pistons,75,2011-01-22
275,275,Raptors,103,Heat,120,2011-01-22
276,276,Jazz,85,76ers,96,2011-01-22
277,277,Cavaliers,79,Bulls,92,2011-01-22
278,278,Spurs,72,Hornets,96,2011-01-22
279,279,Knicks,98,Thunder,101,2011-01-22
280,280,Magic,118,Rockets,104,2011-01-22
281,281,Grizzlies,94,Bucks,81,2011-01-22
282,282,Pacers,92,Trail Blazers,97,2011-01-22
283,283,Warriors,109,Clippers,113,2011-01-22
284,284,Pacers,107,Nuggets,121,2011-01-23
285,285,Cavaliers,101,Nets,103,2011-01-24
286,286,Pistons,103,Magic,96,2011-01-24
287,287,Suns,95,76ers,105,2011-01-24
288,288,Grizzlies,100,Raptors,98,2011-01-24
289,289,Wizards,106,Knicks,115,2011-01-24
290,290,Bucks,83,Bulls,92,2011-01-24
291,291,Rockets,129,Timberwolves,125,2011-01-24
292,292,Thunder,89,Hornets,91,2011-01-24
293,293,Kings,96,Trail Blazers,81,2011-01-24
294,294,Spurs,113,Warriors,102,2011-01-24
295,295,Nuggets,120,Wizards,109,2011-01-25
296,296,Cavaliers,95,Celtics,112,2011-01-25
297,297,Clippers,105,Mavericks,112,2011-01-25
298,298,Bobcats,94,Kings,89,2011-01-25
299,299,Jazz,91,Lakers,120,2011-01-25
300,300,Magic,111,Pacers,96,2011-01-26
301,301,Grizzlies,88,Nets,93,2011-01-26
302,302,76ers,107,Raptors,94,2011-01-26
303,303,Nuggets,109,Pistons,100,2011-01-26
304,304,Hawks,90,Bucks,98,2011-01-26
305,305,Thunder,118,Timberwolves,117,2011-01-26
306,306,Clippers,83,Rockets,96,2011-01-26
307,307,Bobcats,114,Suns,107,2011-01-26
308,308,Spurs,112,Jazz,105,2011-01-26
309,309,Hornets,112,Warriors,103,2011-01-26
310,310,Heat,88,Knicks,93,2011-01-27
311,311,Rockets,106,Mavericks,111,2011-01-27
312,312,Celtics,88,Trail Blazers,78,2011-01-27
313,313,Nets,92,Pacers,124,2011-01-28
314,314,Grizzlies,99,76ers,94,2011-01-28
315,315,Bucks,116,Raptors,110,2011-01-28
316,316,Knicks,102,Hawks,111,2011-01-28
317,317,Nuggets,117,Cavaliers,103,2011-01-28
318,318,Pistons,87,Heat,88,2011-01-28
319,319,Magic,90,Bulls,99,2011-01-28
320,320,Wizards,117,Thunder,124,2011-01-28
321,321,Timberwolves,100,Jazz,108,2011-01-28
322,322,Celtics,71,Suns,88,2011-01-28
323,323,Bobcats,121,Warriors,113,2011-01-28
324,324,Kings,100,Lakers,95,2011-01-28
325,325,Pacers,89,Bulls,110,2011-01-29
326,326,Wizards,93,Grizzlies,107,2011-01-29
327,327,Raptors,87,Timberwolves,103,2011-01-29
328,328,Hawks,91,Mavericks,102,2011-01-29
329,329,Nets,81,Bucks,91,2011-01-29
330,330,Rockets,95,Spurs,108,2011-01-29
331,331,Hornets,96,Kings,102,2011-01-29
332,332,Bobcats,88,Clippers,103,2011-01-29
333,333,Heat,108,Thunder,103,2011-01-30
334,334,Celtics,109,Lakers,96,2011-01-30
335,335,Cavaliers,87,Magic,103,2011-01-30
336,336,Nuggets,99,76ers,110,2011-01-30
337,337,Pistons,106,Knicks,124,2011-01-30
338,338,Hornets,102,Suns,104,2011-01-30
339,339,Jazz,81,Warriors,96,2011-01-30
340,340,Raptors,93,Pacers,104,2011-01-31
341,341,Nuggets,99,Nets,115,2011-01-31
342,342,Cavaliers,90,Heat,117,2011-01-31
343,343,Magic,97,Grizzlies,100,2011-01-31
344,344,Wizards,92,Mavericks,102,2011-01-31
345,345,Bobcats,78,Jazz,83,2011-01-31
346,346,Bucks,98,Clippers,105,2011-01-31
347,347,Wizards,89,Hornets,97,2011-02-01
348,348,Spurs,86,Trail Blazers,99,2011-02-01
349,349,Celtics,95,Kings,90,2011-02-01
350,350,Rockets,106,Lakers,114,2011-02-01
351,351,Raptors,87,Hawks,100,2011-02-02
352,352,Pacers,117,Cavaliers,112,2011-02-02
353,353,76ers,106,Nets,92,2011-02-02
354,354,Bobcats,97,Pistons,87,2011-02-02
355,355,Mavericks,113,Knicks,97,2011-02-02
356,356,Grizzlies,102,Timberwolves,84,2011-02-02
357,357,Hornets,93,Thunder,104,2011-02-02
358,358,Trail Blazers,90,Nuggets,109,2011-02-02
359,359,Bucks,77,Suns,92,2011-02-02
360,360,Rockets,97,Jazz,96,2011-02-02
361,361,Bulls,106,Clippers,88,2011-02-02
362,362,Heat,104,Magic,100,2011-02-03
363,363,Bucks,94,Warriors,100,2011-02-03
364,364,Spurs,89,Lakers,88,2011-02-03
365,365,Heat,109,Bobcats,97,2011-02-04
366,366,Trail Blazers,87,Pacers,100,2011-02-04
367,367,Knicks,98,76ers,100,2011-02-04
368,368,Timberwolves,100,Raptors,111,2011-02-04
369,369,Magic,110,Wizards,92,2011-02-04
370,370,Clippers,100,Hawks,101,2011-02-04
371,371,Nets,82,Pistons,92,2011-02-04
372,372,Mavericks,101,Celtics,97,2011-02-04
373,373,Cavaliers,105,Grizzlies,112,2011-02-04
374,374,Thunder,111,Suns,107,2011-02-04
375,375,Spurs,113,Kings,100,2011-02-04
376,376,Jazz,113,Nuggets,106,2011-02-04
377,377,Mavericks,101,Bobcats,92,2011-02-05
378,378,Hawks,99,Wizards,92,2011-02-05
379,379,Trail Blazers,111,Cavaliers,105,2011-02-05
380,380,Lakers,101,Hornets,95,2011-02-05
381,381,Grizzlies,93,Rockets,95,2011-02-05
382,382,Pistons,89,Bucks,78,2011-02-05
383,383,Nuggets,113,Timberwolves,100,2011-02-05
384,384,Thunder,121,Jazz,105,2011-02-05
385,385,Bulls,90,Warriors,101,2011-02-05
386,386,Clippers,79,Heat,97,2011-02-06
387,387,Pacers,105,Nets,86,2011-02-06
388,388,76ers,103,Knicks,117,2011-02-06
389,389,Magic,80,Celtics,91,2011-02-06
390,390,Celtics,89,Bobcats,94,2011-02-07
391,391,Lakers,93,Grizzlies,84,2011-02-07
392,392,Timberwolves,104,Hornets,92,2011-02-07
393,393,Cavaliers,96,Mavericks,99,2011-02-07
394,394,Rockets,108,Nuggets,103,2011-02-07
395,395,Bulls,103,Trail Blazers,109,2011-02-07
396,396,Jazz,107,Kings,104,2011-02-07
397,397,Suns,104,Warriors,92,2011-02-07
398,398,76ers,117,Hawks,83,2011-02-08
399,399,Clippers,85,Magic,101,2011-02-08
400,400,Spurs,100,Pistons,89,2011-02-08
401,401,Pacers,112,Heat,117,2011-02-08
402,402,Raptors,74,Bucks,92,2011-02-08
403,403,Grizzlies,105,Thunder,101,2011-02-08
404,404,Timberwolves,112,Rockets,108,2011-02-08
405,405,Pistons,103,Cavaliers,94,2011-02-09
406,406,Bobcats,103,Pacers,104,2011-02-09
407,407,Hornets,101,Nets,103,2011-02-09
408,408,Magic,99,76ers,95,2011-02-09
409,409,Spurs,111,Raptors,100,2011-02-09
410,410,Bucks,85,Wizards,100,2011-02-09
411,411,Clippers,116,Knicks,108,2011-02-09
412,412,Bulls,91,Jazz,86,2011-02-09
413,413,Mavericks,102,Kings,100,2011-02-09
414,414,Nuggets,114,Warriors,116,2011-02-09
415,415,Lakers,92,Celtics,86,2011-02-10
416,416,Warriors,88,Suns,112,2011-02-10
417,417,Mavericks,120,Nuggets,121,2011-02-10
418,418,Nets,94,Bobcats,89,2011-02-11
419,419,Timberwolves,105,Pacers,116,2011-02-11
420,420,Hornets,99,Magic,93,2011-02-11
421,421,Spurs,71,76ers,77,2011-02-11
422,422,Trail Blazers,102,Raptors,96,2011-02-11
423,423,Clippers,119,Cavaliers,126,2011-02-11
424,424,Heat,106,Pistons,92,2011-02-11
425,425,Lakers,113,Knicks,96,2011-02-11
426,426,Bucks,86,Grizzlies,89,2011-02-11
427,427,Suns,95,Jazz,83,2011-02-11
428,428,Bobcats,88,Hawks,86,2011-02-12
429,429,Knicks,105,Nets,95,2011-02-12
430,430,Spurs,118,Wizards,94,2011-02-12
431,431,76ers,107,Timberwolves,87,2011-02-12
432,432,Bulls,97,Hornets,88,2011-02-12
433,433,Mavericks,106,Rockets,102,2011-02-12
434,434,Pacers,103,Bucks,97,2011-02-12
435,435,Thunder,99,Kings,97,2011-02-12
436,436,Heat,82,Celtics,85,2011-02-13
437,437,Lakers,75,Magic,89,2011-02-13
438,438,Wizards,115,Cavaliers,100,2011-02-13
439,439,Trail Blazers,105,Pistons,100,2011-02-13
440,440,Clippers,93,Raptors,98,2011-02-13
441,441,Nuggets,108,Grizzlies,116,2011-02-13
442,442,Kings,113,Suns,108,2011-02-13
443,443,Thunder,94,Warriors,100,2011-02-13
444,444,Lakers,89,Bobcats,109,2011-02-14
445,445,Spurs,102,Nets,85,2011-02-14
446,446,Hawks,94,Pistons,79,2011-02-14
447,447,Clippers,78,Bucks,102,2011-02-14
448,448,Trail Blazers,95,Timberwolves,81,2011-02-14
449,449,Nuggets,102,Rockets,121,2011-02-14
450,450,Heat,110,Pacers,103,2011-02-15
451,451,Bobcats,94,Bulls,106,2011-02-15
452,452,76ers,91,Grizzlies,102,2011-02-15
453,453,Kings,96,Thunder,126,2011-02-15
454,454,Jazz,101,Suns,102,2011-02-15
455,455,Hornets,89,Warriors,102,2011-02-15
456,456,Wizards,76,Magic,101,2011-02-16
457,457,Heat,103,Raptors,95,2011-02-16
458,458,Nets,80,Celtics,94,2011-02-16
459,459,Lakers,99,Cavaliers,104,2011-02-16
460,460,Pacers,109,Pistons,115,2011-02-16
461,461,Hawks,90,Knicks,102,2011-02-16
462,462,Clippers,98,Timberwolves,90,2011-02-16
463,463,Kings,100,Mavericks,116,2011-02-16
464,464,76ers,114,Rockets,105,2011-02-16
465,465,Nuggets,94,Bucks,87,2011-02-16
466,466,Warriors,107,Jazz,100,2011-02-16
467,467,Hornets,96,Trail Blazers,103,2011-02-16
468,468,Spurs,99,Bulls,109,2011-02-17
469,469,Mavericks,112,Suns,106,2011-02-17
470,470,East,54,West,49,2011-02-18
471,471,Rookies,148,Sophomores,140,2011-02-18
472,472,East,143,West,148,2011-02-20
473,473,Raptors,101,Bobcats,114,2011-02-22
474,474,Pacers,113,Wizards,96,2011-02-22
475,475,Rockets,108,Pistons,100,2011-02-22
476,476,Kings,97,Heat,117,2011-02-22
477,477,Timberwolves,88,Bucks,94,2011-02-22
478,478,Clippers,88,Thunder,111,2011-02-22
479,479,Grizzlies,107,Nuggets,120,2011-02-22
480,480,Celtics,115,Warriors,93,2011-02-22
481,481,Hawks,80,Lakers,104,2011-02-22
482,482,Rockets,124,Cavaliers,119,2011-02-23
483,483,Pistons,101,Pacers,102,2011-02-23
484,484,Kings,111,Magic,105,2011-02-23
485,485,Wizards,94,76ers,117,2011-02-23
486,486,Bulls,113,Raptors,118,2011-02-23
487,487,Thunder,105,Spurs,109,2011-02-23
488,488,Bucks,108,Knicks,114,2011-02-23
489,489,Grizzlies,104,Timberwolves,95,2011-02-23
490,490,Jazz,99,Mavericks,118,2011-02-23
491,491,Hawks,97,Suns,105,2011-02-23
492,492,Clippers,87,Hornets,98,2011-02-23
493,493,Lakers,106,Trail Blazers,101,2011-02-23
494,494,Heat,89,Bulls,93,2011-02-24
495,495,Celtics,75,Nuggets,89,2011-02-24
496,496,Kings,98,Bobcats,110,2011-02-25
497,497,Jazz,95,Pacers,84,2011-02-25
498,498,Pistons,94,76ers,110,2011-02-25
499,499,Suns,110,Raptors,92,2011-02-25
500,500,Knicks,109,Cavaliers,115,2011-02-25
501,501,Wizards,113,Heat,121,2011-02-25
502,502,Thunder,88,Magic,111,2011-02-25
503,503,Hornets,95,Timberwolves,81,2011-02-25
504,504,Nets,96,Spurs,106,2011-02-25
505,505,Hawks,95,Warriors,79,2011-02-25
506,506,Clippers,95,Lakers,108,2011-02-25
507,507,Nuggets,106,Trail Blazers,107,2011-02-25
508,508,Jazz,116,Pistons,120,2011-02-26
509,509,Mavericks,105,Wizards,99,2011-02-26
510,510,Kings,92,Grizzlies,120,2011-02-26
511,511,Nets,108,Rockets,123,2011-02-26
512,512,Bulls,83,Bucks,75,2011-02-26
513,513,Celtics,99,Clippers,92,2011-02-26
514,514,Suns,110,Pacers,108,2011-02-27
515,515,Lakers,90,Thunder,87,2011-02-27
516,516,76ers,95,Cavaliers,91,2011-02-27
517,517,Warriors,123,Timberwolves,126,2011-02-27
518,518,Bobcats,86,Magic,100,2011-02-27
519,519,Mavericks,114,Raptors,96,2011-02-27
520,520,Rockets,91,Hornets,89,2011-02-27
521,521,Grizzlies,88,Spurs,95,2011-02-27
522,522,Knicks,91,Heat,86,2011-02-27
523,523,Hawks,90,Trail Blazers,83,2011-02-27
524,524,Suns,104,Nets,103,2011-02-28
525,525,Bulls,105,Wizards,77,2011-02-28
526,526,Hawks,90,Nuggets,100,2011-02-28
527,527,Celtics,107,Jazz,102,2011-02-28
528,528,Clippers,99,Kings,105,2011-02-28
529,529,Warriors,100,Pacers,109,2011-03-01
530,530,Knicks,110,Magic,116,2011-03-01
531,531,Mavericks,101,76ers,93,2011-03-01
532,532,Hornets,90,Raptors,96,2011-03-01
533,533,Spurs,93,Grizzlies,109,2011-03-01
534,534,Pistons,90,Bucks,92,2011-03-01
535,535,Lakers,90,Timberwolves,79,2011-03-01
536,536,Rockets,103,Trail Blazers,87,2011-03-01
537,537,Bulls,80,Hawks,83,2011-03-02
538,538,Spurs,109,Cavaliers,99,2011-03-02
539,539,Warriors,106,Wizards,102,2011-03-02
540,540,Suns,103,Celtics,115,2011-03-02
541,541,Timberwolves,116,Pistons,105,2011-03-02
542,542,Hornets,88,Knicks,107,2011-03-02
543,543,Pacers,89,Thunder,113,2011-03-02
544,544,Bobcats,80,Nuggets,120,2011-03-02
545,545,Trail Blazers,107,Kings,102,2011-03-02
546,546,Rockets,103,Clippers,106,2011-03-02
547,547,Magic,99,Heat,96,2011-03-03
548,548,Nuggets,103,Jazz,101,2011-03-03
