,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAME-ID
1182,Toronto Raptors,43,101,42.6,10,34,29.4,18,23,78.3,8,43,51,19,7,12,15,27,114,1,0,1
1183,Brooklyn Nets,39,100,39,12,33,36.4,23,28,82.1,11,44,55,22,8,2,16,27,113,-1,1,1
1184,Houston Rockets,39,86,45.3,20,54,37,18,24,75,11,40,51,28,6,6,16,14,116,9,0,2
1185,Chicago Bulls,40,86,46.5,12,28,42.9,15,18,83.3,3,34,37,26,6,5,11,17,107,-9,1,2
1186,Cleveland Cavaliers,37,84,44,13,38,34.2,12,16,75,8,29,37,26,0,4,13,15,99,-28,0,3
1187,Minnesota Timberwolves,52,100,52,10,31,32.3,13,17,76.5,15,41,56,30,6,2,5,17,127,28,1,3
1188,Detroit Pistons,41,93,44.1,8,27,29.6,19,22,86.4,12,27,39,22,5,4,12,18,109,-3,0,4
1189,New Orleans Pelicans,46,82,56.1,6,22,27.3,14,21,66.7,9,32,41,31,7,9,16,18,112,3,1,4
1190,San Antonio Spurs,44,90,48.9,11,26,42.3,8,13,61.5,8,29,37,23,11,4,10,12,107,7,0,5
1191,Sacramento Kings,40,82,48.8,8,23,34.8,12,16,75,8,37,45,19,6,1,18,14,100,-7,1,5
1192,Denver Nuggets,47,95,49.5,8,19,42.1,12,16,75,13,26,39,30,8,3,11,16,114,-10,0,6
1193,Golden State Warriors,48,85,56.5,13,30,43.3,15,21,71.4,10,33,43,33,7,10,16,15,124,10,1,6
1194,Atlanta Hawks,38,96,39.6,10,37,27,21,29,72.4,19,37,56,20,9,8,14,26,107,-1,0,7
1195,LA Clippers,38,85,44.7,9,18,50,23,34,67.6,14,33,47,16,10,9,16,25,108,1,1,7
1196,Miami Heat,39,97,40.2,4,22,18.2,8,10,80,20,44,64,18,2,14,13,19,90,1,0,0
1197,Toronto Raptors,35,90,38.9,7,21,33.3,12,15,80,7,30,37,15,7,12,5,16,89,-1,1,0
1198,Portland Trail Blazers,43,81,53.1,10,23,43.5,21,26,80.8,8,34,42,19,10,2,15,20,117,11,0,1
1199,Oklahoma City Thunder,37,84,44,13,31,41.9,19,26,73.1,11,27,38,20,6,4,14,17,106,-11,1,1
1200,Orlando Magic,36,79,45.6,11,29,37.9,16,22,72.7,9,32,41,27,2,4,13,23,99,-15,0,2
1201,Dallas Mavericks,43,83,51.8,9,26,34.6,19,22,86.4,5,33,38,27,6,2,4,22,114,15,1,2
1202,Sacramento Kings,30,87,34.5,8,21,38.1,18,27,66.7,10,33,43,15,15,4,16,19,86,-13,0,3
1203,Los Angeles Lakers,37,77,48.1,12,35,34.3,13,21,61.9,9,46,55,30,12,4,25,23,99,13,1,3
1204,Dallas Mavericks,39,83,47,15,36,41.7,22,28,78.6,3,36,39,23,7,7,8,22,115,4,0,0
1205,Charlotte Hornets,43,84,51.2,10,26,38.5,15,30,50,4,39,43,16,6,5,11,22,111,-4,1,0
1206,Miami Heat,43,81,53.1,13,30,43.3,15,21,71.4,6,31,37,25,6,6,15,25,114,8,0,1
1207,Indiana Pacers,43,87,49.4,1,18,5.6,19,29,65.5,12,33,45,13,7,3,14,23,106,-8,1,1
1208,Utah Jazz,43,92,46.7,11,33,33.3,10,13,76.9,11,28,39,23,15,3,12,17,107,3,0,2
1209,Washington Wizards,41,78,52.6,10,25,40,12,17,70.6,9,36,45,25,8,1,23,17,104,-3,1,2
1210,Detroit Pistons,48,93,51.6,10,21,47.6,8,12,66.7,11,43,54,24,10,4,13,14,114,34,0,3
1211,Brooklyn Nets,27,74,36.5,12,37,32.4,14,15,93.3,2,33,35,19,11,2,17,11,80,-34,1,3
1212,Chicago Bulls,45,98,45.9,15,33,45.5,17,20,85,10,38,48,21,10,5,16,19,122,3,0,4
1213,New York Knicks,48,96,50,10,22,45.5,13,21,61.9,11,40,51,24,5,9,18,20,119,-3,1,4
1214,Portland Trail Blazers,40,83,48.2,9,26,34.6,23,32,71.9,6,34,40,21,5,6,12,26,112,-9,0,5
1215,Houston Rockets,45,100,45,12,38,31.6,19,25,76,17,32,49,25,7,5,13,30,121,9,1,5
1216,New Orleans Pelicans,34,77,44.2,11,35,31.4,23,34,67.6,9,31,40,20,5,7,12,26,102,-3,0,6
1217,Memphis Grizzlies,37,88,42,5,19,26.3,26,32,81.3,14,36,50,21,7,5,9,26,105,3,1,6
1218,Orlando Magic,39,90,43.3,8,29,27.6,17,18,94.4,8,26,34,26,6,4,8,21,103,-7,0,7
1219,Milwaukee Bucks,45,82,54.9,4,19,21.1,16,25,64,11,36,47,20,4,9,14,21,110,7,1,7
1220,Oklahoma City Thunder,32,80,40,6,25,24,18,24,75,10,31,41,13,9,2,18,22,88,-16,0,8
1221,Minnesota Timberwolves,39,80,48.7,7,20,35,19,27,70.4,11,34,45,22,11,5,14,22,104,16,1,8
1222,Atlanta Hawks,40,80,50,12,27,44.4,18,18,100,6,38,44,25,6,4,16,23,110,13,0,9
1223,Denver Nuggets,38,95,40,9,37,24.3,12,20,60,14,26,40,27,13,6,12,18,97,-13,1,9
1224,LA Clippers,46,94,48.9,11,24,45.8,22,28,78.6,11,35,46,24,9,3,14,19,125,19,0,10
1225,Golden State Warriors,38,79,48.1,8,23,34.8,22,26,84.6,4,29,33,26,9,6,16,21,106,-19,1,10
1226,Boston Celtics,43,89,48.3,13,35,37.1,15,19,78.9,11,35,46,24,11,2,18,18,114,11,0,0
1227,Philadelphia 76ers,38,82,46.3,11,28,39.3,16,18,88.9,3,34,37,20,12,4,19,19,103,-11,1,0
1228,Cleveland Cavaliers,34,89,38.2,6,26,23.1,25,30,83.3,9,26,35,18,3,4,9,16,99,-34,0,1
1229,Toronto Raptors,53,106,50,18,42,42.9,9,13,69.2,18,45,63,31,3,7,9,25,133,34,1,1
1230,LA Clippers,43,84,51.2,13,31,41.9,22,30,73.3,8,31,39,28,9,5,17,19,121,6,0,2
1231,Sacramento Kings,42,85,49.4,8,26,30.8,23,28,82.1,10,34,44,23,9,3,15,25,115,-6,1,2
1232,San Antonio Spurs,31,76,40.8,8,20,40,11,15,73.3,7,38,45,21,6,5,20,15,81,-12,0,3
1233,Los Angeles Lakers,36,87,41.4,13,38,34.2,8,14,57.1,12,35,47,22,15,4,15,17,93,12,1,3
1234,Utah Jazz,28,77,36.4,12,35,34.3,20,23,87,8,37,45,19,5,8,14,26,88,-11,0,0
1235,Charlotte Hornets,32,78,41,9,27,33.3,26,34,76.5,8,38,46,17,8,2,12,19,99,11,1,0
1236,Cleveland Cavaliers,37,85,43.5,7,34,20.6,14,19,73.7,9,37,46,19,12,5,11,15,95,-2,0,1
1237,Indiana Pacers,39,85,45.9,10,21,47.6,9,12,75,6,38,44,16,5,4,14,18,97,2,1,1
1238,Orlando Magic,41,80,51.2,12,29,41.4,25,31,80.6,12,28,40,32,7,3,15,21,119,-6,0,2
1239,Washington Wizards,54,95,56.8,4,16,25,13,19,68.4,14,27,41,26,9,6,11,22,125,6,1,2
1240,Brooklyn Nets,40,87,46,13,34,38.2,17,26,65.4,13,30,43,29,8,1,14,24,110,5,0,3
1241,Atlanta Hawks,37,80,46.3,11,28,39.3,20,26,76.9,8,38,46,21,6,3,18,25,105,-5,1,3
1242,Golden State Warriors,44,79,55.7,5,15,33.3,15,18,83.3,10,33,43,28,7,3,11,13,108,14,0,4
1243,Milwaukee Bucks,36,85,42.4,11,28,39.3,11,12,91.7,8,25,33,21,9,6,12,20,94,-14,1,4
1244,New York Knicks,45,83,54.2,12,24,50,6,9,66.7,9,27,36,25,6,6,16,17,108,-10,0,5
1245,Minnesota Timberwolves,49,95,51.6,10,27,37,10,16,62.5,16,27,43,33,12,4,12,12,118,10,1,5
1246,Portland Trail Blazers,45,101,44.6,12,42,28.6,11,14,78.6,14,25,39,24,13,6,11,22,113,-6,0,6
1247,New Orleans Pelicans,45,82,54.9,7,19,36.8,22,23,95.7,9,34,43,26,7,6,18,16,119,6,1,6
1248,Memphis Grizzlies,30,77,39,7,24,29.2,11,14,78.6,8,28,36,17,8,5,14,28,78,-9,0,7
1249,Denver Nuggets,27,70,38.6,7,22,31.8,26,32,81.3,12,35,47,15,8,3,14,18,87,9,1,7
1250,Houston Rockets,39,94,41.5,15,47,31.9,19,22,86.4,14,39,53,18,11,4,11,14,112,17,0,8
1251,Phoenix Suns,37,80,46.3,14,33,42.4,7,9,77.8,4,34,38,27,5,3,19,19,95,-17,1,8
1252,Los Angeles Lakers,43,95,45.3,8,26,30.8,13,18,72.2,11,48,59,24,4,0,14,31,107,6,0,0
1253,Dallas Mavericks,34,90,37.8,11,43,25.6,22,28,78.6,4,35,39,20,5,1,8,17,101,-6,1,0
1254,Sacramento Kings,43,85,50.6,6,17,35.3,13,22,59.1,10,27,37,26,12,4,16,24,105,-21,0,1
1255,LA Clippers,46,82,56.1,12,31,38.7,22,26,84.6,5,34,39,29,11,5,15,22,126,21,1,1
1256,Oklahoma City Thunder,39,97,40.2,8,26,30.8,15,20,75,19,38,57,17,8,9,9,22,101,10,0,2
1257,Charlotte Hornets,33,83,39.8,9,28,32.1,16,23,69.6,9,41,50,16,3,7,14,15,91,-10,1,2
1258,Brooklyn Nets,42,99,42.4,12,43,27.9,17,20,85,13,34,47,28,6,3,15,22,113,-6,0,3
1259,Washington Wizards,46,93,49.5,10,23,43.5,17,23,73.9,6,41,47,31,10,3,15,19,119,6,1,3
1260,Golden State Warriors,47,81,58,9,24,37.5,24,28,85.7,3,27,30,28,4,3,6,20,127,2,0,4
1261,Toronto Raptors,45,93,48.4,8,25,32,27,32,84.4,14,30,44,22,3,2,10,23,125,-2,1,4
1262,Detroit Pistons,41,92,44.6,12,29,41.4,11,14,78.6,13,32,45,28,8,7,12,11,105,-2,0,5
1263,Chicago Bulls,42,87,48.3,17,36,47.2,6,9,66.7,6,34,40,27,10,8,14,11,107,2,1,5
1264,Denver Nuggets,29,83,34.9,7,28,25,15,17,88.2,11,30,41,18,9,4,15,16,80,-32,0,6
1265,San Antonio Spurs,41,79,51.9,14,27,51.9,16,18,88.9,6,37,43,23,9,3,15,17,112,32,1,6
1266,Milwaukee Bucks,25,79,31.6,4,28,14.3,25,27,92.6,8,32,40,9,8,1,15,23,79,-18,0,0
1267,Miami Heat,35,76,46.1,11,29,37.9,16,20,80,3,46,49,23,8,8,13,18,97,18,1,0
1268,New Orleans Pelicans,45,95,47.4,9,32,28.1,24,34,70.6,12,34,46,19,17,7,19,17,123,5,0,1
1269,New York Knicks,46,97,47.4,12,34,35.3,14,18,77.8,10,34,44,28,12,7,22,27,118,-5,1,1
1270,Indiana Pacers,48,88,54.5,11,23,47.8,13,14,92.9,8,34,42,20,9,1,6,22,120,23,0,2
1271,Phoenix Suns,35,85,41.2,9,37,24.3,18,24,75,14,31,45,20,2,1,12,16,97,-23,1,2
1272,Portland Trail Blazers,39,79,49.4,11,25,44,14,17,82.4,8,30,38,19,6,3,17,27,103,-17,0,3
1273,Minnesota Timberwolves,43,80,53.7,7,19,36.8,27,33,81.8,7,31,38,21,12,3,11,17,120,17,1,3
1274,Charlotte Hornets,43,84,51.2,10,21,47.6,22,33,66.7,9,40,49,21,9,4,15,11,118,11,0,0
1275,Detroit Pistons,42,86,48.8,15,29,51.7,8,11,72.7,3,35,38,27,10,5,16,24,107,-11,1,0
1276,Toronto Raptors,38,95,40,9,32,28.1,26,30,86.7,12,32,44,20,8,1,15,31,111,-6,0,1
1277,Philadelphia 76ers,40,81,49.4,6,25,24,31,38,81.6,10,38,48,22,8,9,21,28,117,6,1,1
1278,Milwaukee Bucks,38,81,46.9,8,16,50,20,29,69,15,29,44,21,14,6,17,25,104,9,0,2
1279,Washington Wizards,32,76,42.1,6,21,28.6,25,31,80.6,11,28,39,19,10,8,23,22,95,-9,1,2
1280,San Antonio Spurs,37,87,42.5,8,22,36.4,17,20,85,8,29,37,24,12,5,9,13,99,-3,0,3
1281,Atlanta Hawks,40,86,46.5,9,25,36,13,14,92.9,11,39,50,23,8,2,15,23,102,3,1,3
1282,New York Knicks,42,82,51.2,9,16,56.3,26,37,70.3,8,43,51,27,5,10,9,24,119,15,0,4
1283,Brooklyn Nets,32,87,36.8,11,32,34.4,29,36,80.6,11,34,45,16,5,3,11,23,104,-15,1,4
1284,Miami Heat,40,84,47.6,12,36,33.3,19,24,79.2,4,36,40,35,5,4,14,19,111,-8,0,5
1285,Chicago Bulls,42,88,47.7,16,39,41,19,22,86.4,7,38,45,27,6,2,9,23,119,8,1,5
1286,Los Angeles Lakers,38,96,39.6,12,35,34.3,26,31,83.9,12,32,44,25,11,8,13,23,114,-9,0,6
1287,Memphis Grizzlies,42,82,51.2,10,22,45.5,29,34,85.3,6,42,48,24,8,8,18,26,123,9,1,6
1288,Sacramento Kings,33,84,39.3,7,30,23.3,15,25,60,6,31,37,22,13,0,13,28,88,-7,0,7
1289,Oklahoma City Thunder,36,86,41.9,9,30,30,14,29,48.3,18,41,59,20,10,6,18,19,95,7,1,7
1290,Golden State Warriors,41,85,48.2,12,32,37.5,24,30,80,13,35,48,33,8,6,16,23,118,10,0,8
1291,Cleveland Cavaliers,43,94,45.7,7,28,25,15,22,68.2,12,31,43,26,9,5,15,22,108,-10,1,8
1292,Indiana Pacers,41,77,53.2,14,26,53.8,13,15,86.7,8,35,43,26,7,2,14,18,109,15,0,9
1293,Utah Jazz,36,81,44.4,9,33,27.3,13,17,76.5,9,29,38,11,11,7,13,12,94,-15,1,9
1294,Houston Rockets,38,94,40.4,13,44,29.5,13,16,81.3,13,24,37,21,9,4,12,21,102,-11,0,10
1295,LA Clippers,44,79,55.7,10,25,40,15,20,75,4,37,41,30,6,10,18,17,113,11,1,10
1296,Minnesota Timberwolves,43,98,43.9,7,16,43.8,9,10,90,11,26,37,19,10,9,7,21,102,-6,0,0
1297,Orlando Magic,40,90,44.4,11,31,35.5,17,19,89.5,15,36,51,24,4,10,16,15,108,6,1,0
1298,New Orleans Pelicans,45,100,45,7,27,25.9,19,25,76,13,42,55,28,11,6,15,14,116,3,0,1
1299,Boston Celtics,40,101,39.6,19,50,38,14,16,87.5,12,41,53,27,7,3,18,24,113,-3,1,1
1300,Dallas Mavericks,38,78,48.7,8,27,29.6,18,22,81.8,5,30,35,17,10,3,16,24,102,-3,0,2
1301,Denver Nuggets,40,86,46.5,8,26,30.8,17,26,65.4,15,32,47,23,10,3,18,23,105,3,1,2
1302,Phoenix Suns,37,89,41.6,16,41,39,21,22,95.5,12,31,43,21,6,3,13,15,111,-7,0,3
1303,Portland Trail Blazers,46,91,50.5,17,35,48.6,9,10,90,9,34,43,21,7,6,9,16,118,7,1,3
1304,Washington Wizards,40,82,48.8,13,23,56.5,16,23,69.6,7,33,40,31,3,7,16,23,109,-24,0,0
1305,Charlotte Hornets,48,98,49,15,31,48.4,22,26,84.6,13,36,49,27,10,5,9,18,133,24,1,0
1306,New Orleans Pelicans,35,80,43.8,10,27,37,13,19,68.4,9,34,43,27,5,6,12,20,93,-1,0,1
1307,Atlanta Hawks,37,89,41.6,10,40,25,10,13,76.9,12,31,43,32,5,3,10,22,94,1,1,1
1308,San Antonio Spurs,34,82,41.5,9,19,47.4,23,31,74.2,7,35,42,24,8,4,9,20,100,5,0,2
1309,Brooklyn Nets,35,83,42.2,13,36,36.1,12,18,66.7,6,41,47,23,3,1,14,28,95,-5,1,2
1310,Detroit Pistons,37,88,42,10,28,35.7,7,15,46.7,11,31,42,22,14,7,14,20,91,-5,0,3
1311,Toronto Raptors,34,80,42.5,11,31,35.5,17,23,73.9,12,37,49,24,6,8,20,20,96,5,1,3
1312,Golden State Warriors,42,84,50,13,33,39.4,22,25,88,5,44,49,24,5,3,15,16,119,7,0,4
1313,Chicago Bulls,45,106,42.5,10,39,25.6,12,13,92.3,14,35,49,24,10,2,11,19,112,-7,1,4
1314,New York Knicks,35,82,42.7,7,27,25.9,22,23,95.7,12,33,45,22,5,12,14,15,99,-6,0,5
1315,Memphis Grizzlies,41,91,45.1,10,28,35.7,13,17,76.5,15,29,44,23,9,3,11,19,105,6,1,5
1316,Miami Heat,38,82,46.3,10,24,41.7,20,27,74.1,10,36,46,28,4,7,15,28,106,5,0,6
1317,Milwaukee Bucks,33,76,43.4,11,28,39.3,24,32,75,5,33,38,23,6,4,9,25,101,-5,1,6
1318,Los Angeles Lakers,38,81,46.9,10,26,38.5,4,4,100,6,24,30,25,9,1,16,15,90,-24,0,7
1319,Oklahoma City Thunder,46,95,48.4,12,35,34.3,10,12,83.3,21,33,54,22,10,6,16,14,114,24,1,7
1320,Utah Jazz,46,81,56.8,12,29,41.4,16,20,80,6,23,29,26,15,4,10,20,120,15,0,8
1321,Sacramento Kings,38,72,52.8,13,21,61.9,16,20,80,8,28,36,19,9,4,19,21,105,-15,1,8
1322,Denver Nuggets,42,97,43.3,5,25,20,15,18,83.3,20,34,54,23,13,7,19,25,104,-5,0,9
1323,LA Clippers,40,87,46,10,30,33.3,19,31,61.3,17,31,48,22,10,5,20,16,109,5,1,9
1324,Philadelphia 76ers,34,73,46.6,6,17,35.3,15,17,88.2,8,33,41,18,10,5,22,20,89,9,0,0
1325,Boston Celtics,30,74,40.5,7,29,24.1,13,17,76.5,3,28,31,13,7,5,19,20,80,-9,1,0
1326,Orlando Magic,41,88,46.6,5,22,22.7,16,21,76.2,9,33,42,25,12,6,14,22,103,-1,0,1
1327,Cleveland Cavaliers,38,85,44.7,10,34,29.4,18,27,66.7,14,32,46,22,8,4,20,21,104,1,1,1
1328,Minnesota Timberwolves,38,81,46.9,8,24,33.3,14,21,66.7,8,32,40,24,8,8,11,16,98,-18,0,2
1329,Houston Rockets,42,88,47.7,17,39,43.6,15,17,88.2,11,34,45,24,11,5,9,15,116,18,1,2
1330,Indiana Pacers,36,91,39.6,7,26,26.9,7,13,53.8,10,36,46,17,4,4,8,16,86,-14,0,3
1331,Portland Trail Blazers,37,94,39.4,10,32,31.3,16,16,100,14,43,57,17,6,7,11,11,100,14,1,3
1332,San Antonio Spurs,31,91,34.1,5,20,25,16,20,80,17,39,56,18,9,7,12,13,83,-3,0,0
1333,Toronto Raptors,34,85,40,9,26,34.6,9,14,64.3,9,41,50,16,8,1,13,19,86,3,1,0
1334,Miami Heat,35,84,41.7,7,22,31.8,18,25,72,12,31,43,22,7,7,11,22,95,-6,0,1
1335,Brooklyn Nets,36,76,47.4,9,32,28.1,20,26,76.9,10,34,44,20,5,8,14,18,101,6,1,1
1336,Washington Wizards,41,82,50,16,35,45.7,24,27,88.9,8,26,34,28,10,4,13,20,122,10,0,2
1337,Detroit Pistons,40,80,50,10,30,33.3,22,26,84.6,7,28,35,25,8,3,14,22,112,-10,1,2
1338,Sacramento Kings,32,80,40,11,27,40.7,13,18,72.2,11,33,44,18,10,3,21,20,88,-18,0,3
1339,Memphis Grizzlies,39,88,44.3,10,34,29.4,18,23,78.3,14,35,49,24,12,5,13,17,106,18,1,3
1340,Phoenix Suns,40,81,49.4,14,33,42.4,14,20,70,4,33,37,28,9,6,11,21,108,8,0,4
1341,Denver Nuggets,35,78,44.9,14,36,38.9,16,21,76.2,7,35,42,23,7,5,16,20,100,-8,1,4
1342,New York Knicks,44,89,49.4,11,20,55,18,23,78.3,7,29,36,23,6,6,12,26,117,2,0,5
1343,Utah Jazz,42,91,46.2,11,31,35.5,20,30,66.7,15,37,52,19,4,6,17,20,115,-2,1,5
1344,Indiana Pacers,37,97,38.1,2,25,8,10,13,76.9,12,32,44,15,9,4,9,18,86,-13,0,6
1345,Los Angeles Lakers,44,80,55,9,28,32.1,2,14,14.3,6,41,47,26,7,6,14,17,99,13,1,6
1346,Oklahoma City Thunder,58,100,58,14,30,46.7,18,28,64.3,16,36,52,37,9,2,13,23,148,24,0,0
1347,Cleveland Cavaliers,46,89,51.7,10,37,27,22,27,81.5,3,25,28,32,7,4,15,18,124,-24,1,0
1348,Chicago Bulls,40,80,50,14,32,43.8,19,21,90.5,4,44,48,31,8,1,16,23,113,16,0,1
1349,Atlanta Hawks,35,92,38,11,48,22.9,16,23,69.6,9,36,45,27,5,4,13,21,97,-16,1,1
1350,Miami Heat,43,87,49.4,13,28,46.4,7,12,58.3,8,39,47,28,5,6,14,17,106,1,0,2
1351,Charlotte Hornets,41,90,45.6,7,27,25.9,16,21,76.2,8,35,43,22,9,8,7,12,105,-1,1,2
1352,Memphis Grizzlies,37,82,45.1,15,35,42.9,15,16,93.8,10,34,44,22,2,1,14,29,104,-7,0,3
1353,New Orleans Pelicans,39,78,50,7,27,25.9,26,32,81.3,6,35,41,23,6,5,10,15,111,7,1,3
1354,Milwaukee Bucks,33,82,40.2,10,32,31.3,18,22,81.8,8,27,35,20,10,3,17,20,94,-22,0,4
1355,Philadelphia 76ers,45,85,52.9,10,25,40,16,19,84.2,11,34,45,32,9,4,16,18,116,22,1,4
1356,Golden State Warriors,40,82,48.8,17,36,47.2,11,15,73.3,4,29,33,31,8,10,19,24,108,-8,0,5
1357,Houston Rockets,41,87,47.1,14,37,37.8,20,29,69,12,34,46,19,14,3,15,18,116,8,1,5
1358,Toronto Raptors,39,83,47,12,33,36.4,19,21,90.5,8,27,35,23,7,7,13,30,109,-6,0,6
1359,Minnesota Timberwolves,38,81,46.9,7,16,43.8,32,42,76.2,15,29,44,21,4,3,11,20,115,6,1,6
1360,LA Clippers,36,82,43.9,11,36,30.6,30,38,78.9,7,27,34,18,17,2,14,24,113,-12,0,7
1361,Utah Jazz,45,82,54.9,11,28,39.3,24,32,75,11,45,56,21,9,3,20,29,125,12,1,7
1362,Dallas Mavericks,38,83,45.8,10,25,40,22,28,78.6,11,26,37,19,9,5,9,21,108,-9,0,8
1363,Portland Trail Blazers,45,86,52.3,18,36,50,9,10,90,9,31,40,19,3,3,14,23,117,9,1,8
1364,Orlando Magic,43,92,46.7,6,21,28.6,11,16,68.8,13,31,44,20,7,9,10,19,103,8,0,0
1365,Boston Celtics,37,85,43.5,8,27,29.6,13,14,92.9,11,33,44,22,6,9,15,18,95,-8,1,0
1366,New York Knicks,44,81,54.3,12,25,48,7,10,70,7,26,33,32,3,5,17,20,107,-20,0,1
1367,Los Angeles Lakers,51,91,56,10,26,38.5,15,21,71.4,12,27,39,31,10,3,6,18,127,20,1,1
1368,Brooklyn Nets,37,80,46.3,13,31,41.9,14,20,70,7,39,46,23,1,3,15,18,101,1,0,2
1369,Detroit Pistons,38,90,42.2,9,29,31,15,17,88.2,7,36,43,21,3,4,6,19,100,-1,1,2
1370,Indiana Pacers,37,84,44,4,19,21.1,16,17,94.1,7,34,41,14,14,1,10,15,94,8,0,3
1371,San Antonio Spurs,35,82,42.7,9,34,26.5,7,12,58.3,10,36,46,24,8,10,20,14,86,-8,1,3
1372,Sacramento Kings,43,97,44.3,10,22,45.5,11,15,73.3,10,32,42,27,8,3,7,22,107,-5,0,0
1373,Charlotte Hornets,38,86,44.2,16,40,40,20,25,80,11,37,48,22,4,10,15,14,112,5,1,0
1374,Utah Jazz,33,76,43.4,4,15,26.7,20,28,71.4,7,32,39,20,8,6,16,15,90,-14,0,1
1375,Atlanta Hawks,40,83,48.2,12,26,46.2,12,12,100,10,34,44,24,8,5,17,24,104,14,1,1
1376,Miami Heat,39,82,47.6,7,30,23.3,5,9,55.6,9,33,42,18,7,4,16,18,90,-9,0,2
1377,Houston Rockets,36,81,44.4,15,37,40.5,12,18,66.7,8,30,38,20,10,3,14,15,99,9,1,2
1378,Philadelphia 76ers,32,71,45.1,14,31,45.2,23,31,74.2,16,32,48,21,2,4,23,28,101,-4,0,3
1379,Memphis Grizzlies,33,78,42.3,10,26,38.5,29,35,82.9,11,21,32,14,14,2,12,26,105,4,1,3
1380,Phoenix Suns,39,79,49.4,9,26,34.6,18,20,90,9,25,34,31,12,2,21,26,105,-4,0,4
1381,Milwaukee Bucks,38,71,53.5,5,17,29.4,28,37,75.7,8,24,32,20,14,5,17,22,109,4,1,4
1382,Chicago Bulls,45,92,48.9,8,31,25.8,30,34,88.2,6,48,54,31,8,6,24,32,128,-4,0,5
1383,New Orleans Pelicans,47,113,41.6,16,44,36.4,22,26,84.6,15,40,55,32,14,3,13,28,132,4,1,5
1384,Washington Wizards,26,86,30.2,7,32,21.9,16,27,59.3,17,30,47,15,7,5,12,18,75,-23,0,6
1385,Dallas Mavericks,38,87,43.7,10,31,32.3,12,17,70.6,9,43,52,20,9,9,11,21,98,23,1,6
1386,Portland Trail Blazers,36,85,42.4,8,25,32,21,26,80.8,11,33,44,19,11,6,11,22,101,-3,0,7
1387,Denver Nuggets,34,83,41,10,30,33.3,26,33,78.8,14,35,49,23,7,8,15,20,104,3,1,7
1388,Minnesota Timberwolves,43,91,47.3,7,22,31.8,33,39,84.6,18,29,47,20,5,4,13,22,126,8,0,8
1389,LA Clippers,47,84,56,9,27,33.3,15,22,68.2,8,32,40,31,4,1,17,27,118,-8,1,8
1390,Sacramento Kings,43,87,49.4,8,26,30.8,11,13,84.6,11,33,44,24,9,11,14,15,105,6,0,0
1391,Orlando Magic,36,83,43.4,11,31,35.5,16,19,84.2,11,29,40,23,9,4,17,17,99,-6,1,0
1392,Brooklyn Nets,37,79,46.8,16,38,42.1,18,25,72,8,37,45,27,1,5,12,25,108,-1,0,1
1393,Oklahoma City Thunder,40,94,42.6,7,25,28,22,32,68.8,16,34,50,12,7,4,4,18,109,1,1,1
1394,Cleveland Cavaliers,35,72,48.6,6,21,28.6,26,31,83.9,6,35,41,19,6,3,18,14,102,-12,0,2
1395,San Antonio Spurs,47,94,50,8,28,28.6,12,16,75,13,32,45,23,11,4,9,19,114,12,1,2
1396,New York Knicks,43,83,51.8,9,22,40.9,17,19,89.5,6,32,38,28,4,0,13,20,112,-11,0,3
1397,Golden State Warriors,46,83,55.4,13,30,43.3,18,20,90,3,33,36,40,6,3,12,16,123,11,1,3
1398,Boston Celtics,42,90,46.7,15,44,34.1,8,10,80,7,35,42,22,3,5,11,25,107,-1,0,4
1399,Los Angeles Lakers,40,91,44,7,26,26.9,21,36,58.3,14,37,51,18,6,2,10,16,108,1,1,4
1400,New Orleans Pelicans,39,87,44.8,9,26,34.6,14,18,77.8,8,34,42,26,6,10,15,19,101,5,0,0
1401,Charlotte Hornets,36,85,42.4,6,21,28.6,18,31,58.1,10,39,49,16,5,6,14,23,96,-5,1,0
1402,Utah Jazz,38,96,39.6,10,31,32.3,12,16,75,9,35,44,24,11,9,14,15,98,3,0,1
1403,Detroit Pistons,38,97,39.2,7,31,22.6,12,18,66.7,15,42,57,23,10,7,19,16,95,-3,1,1
1404,Phoenix Suns,35,84,41.7,9,35,25.7,22,29,75.9,10,32,42,22,3,2,16,26,101,-15,0,2
1405,Indiana Pacers,45,80,56.3,9,24,37.5,17,25,68,3,36,39,32,11,3,12,24,116,15,1,2
1406,Chicago Bulls,36,94,38.3,11,37,29.7,18,22,81.8,10,33,43,20,8,2,11,15,101,-14,0,3
1407,Philadelphia 76ers,42,81,51.9,16,32,50,15,20,75,6,42,48,31,6,7,14,20,115,14,1,3
1408,Toronto Raptors,39,89,43.8,14,36,38.9,16,25,64,12,40,52,25,10,12,17,22,108,15,0,4
1409,Atlanta Hawks,37,94,39.4,7,21,33.3,12,17,70.6,12,35,47,19,8,9,16,21,93,-15,1,4
1410,Houston Rockets,36,82,43.9,21,51,41.2,11,23,47.8,7,36,43,20,8,3,9,19,104,7,0,5
1411,Dallas Mavericks,35,82,42.7,15,35,42.9,12,18,66.7,9,40,49,24,5,2,13,21,97,-7,1,5
1412,San Antonio Spurs,38,82,46.3,10,24,41.7,22,25,88,11,34,45,29,9,6,13,19,108,23,0,6
1413,Memphis Grizzlies,36,83,43.4,2,18,11.1,11,14,78.6,9,32,41,19,7,4,17,25,85,-23,1,6
